S.No,Age_Group,Gender,Income,Purchase_Frequency,Avg_Purchase_Value,Loyalty_Member,Years_Shopping,Device_Used,Preferred_Category,Discount_%,Validity_Days,Min_Purchase_Required,Coupon_Category,Redeemed
1718,46-55,Male,2-5L,Weekly,12000.0,No,5+,Desktop,Electronics,10.0,30.0,500.0,Home & Furniture,No
1719,46-55,Male,<2L,Weekly,10000.0,No,1-3,Desktop,Fashion,50.0,60.0,500.0,Fashion,No
1720,55+,Male,5L-10L,Quarterly,3000.0,Yes,3-5,Both,Electronics,40.0,15.0,2000.0,Fashion,No
1721,18-25,Male,5L-10L,Weekly,10000.0,No,<1,Mobile,Fashion,30.0,30.0,2000.0,Fashion,Yes
1722,55+,Male,>20L,Weekly,10000.0,No,5+,Desktop,Fashion,40.0,30.0,2000.0,Fashion,Yes
1723,55+,Male,<2,Rarely,5000.0,Yes,<1,Mobile,Electronics,30.0,7.0,500.0,Fashion,Yes
1724,55+,Female,2-5L,Quarterly,10000.0,Yes,<1,Mobile,Home & Furniture,30.0,60.0,2000.0,Home & Furniture,No
1726,18-25,Male,5-10L,Weekly,15000.0,No,3-5,Desktop,Books,15.0,30.0,5000.0,Home & Furniture,No
1727,36-45,Female,5-10L,Weekly,5000.0,Yes,1-3,Mobile,Fashion,20.0,30.0,1000.0,Groceries,No
1728,55+,Male,>20L,Bi-weekly,7000.0,No,<1,Mobile,Electronics,30.0,30.0,2000.0,Home & Furniture,Yes
1731,55+,Male,5-10L,Weekly,10000.0,Yes,<1,Mobile,Fashion,40.0,7.0,5000.0,Groceries,No
1732,18-25,Male,5-10L,Monthly,3000.0,No,3-5,Mobile,Electronics,30.0,15.0,5000.0,Groceries,Yes
1734,26-35,Male,>20L,Weekly,7000.0,No,3-5,Desktop,Fashion,30.0,15.0,500.0,Electronics,No
1735,55+,Male,10-20L,Weekly,12000.0,Yes,5+,Both,Electronics,30.0,30.0,500.0,Home & Furniture,No
1736,55+,Male,2-5L,Rarely,5000.0,No,1-3,Mobile,Books,15.0,60.0,500.0,Fashion,Yes
1737,55+,Female,5-10L,Monthly,10000.0,Yes,5+,Mobile,Fashion,30.0,30.0,5000.0,Home & Furniture,No
1738,26-35,Male,5-10L,Monthly,5000.0,No,<1,Desktop,Electronics,20.0,7.0,1000.0,Groceries,No
1739,46-55,Male,>20L,Weekly,3000.0,No,3-5,Desktop,Electronics,50.0,30.0,1000.0,Groceries,No
1740,55+,Male,5-10L,Rarely,10000.0,No,5+,Both,Home & Furniture,30.0,15.0,2000.0,Groceries,No
1741,26-35,Male,<2,Weekly,10000.0,No,5+,Mobile,Home & Furniture,30.0,30.0,500.0,Home & Furniture,Yes
1742,26-35,Male,5-10L,Weekly,5000.0,No,<1,Mobile,Home & Furniture,15.0,30.0,2000.0,Fashion,No
1743,55+,Male,10-20L,Quarterly,5000.0,No,3-5,Mobile,Home & Furniture,20.0,7.0,5000.0,Home & Furniture,Yes
1744,55+,Male,>20L,Rarely,5000.0,Yes,<1,Mobile,Fashion,20.0,7.0,1000.0,Fashion,No
1745,55+,Male,<2,Quarterly,15000.0,No,<1,Both,Electronics,40.0,60.0,2000.0,Books,No
1746,46-55,Male,5-10L,Bi-weekly,15000.0,No,5+,Desktop,Electronics,15.0,30.0,500.0,Home & Furniture,No
1747,55+,Male,5-10L,Weekly,10000.0,No,<1,Mobile,Electronics,20.0,30.0,2000.0,Groceries,Yes
1748,46-55,Male,2-5L,Weekly,20000.0,No,<1,Mobile,Electronics,40.0,30.0,2000.0,Books,No
1749,36-45,Female,>20L,Weekly,10000.0,Yes,3-5,Mobile,Fashion,30.0,30.0,2000.0,Groceries,No
1750,36-45,Male,<2L,Quarterly,5000.0,No,1-3,Mobile,Books,50.0,60.0,2000.0,Home & Furniture,Yes
1751,46-55,Male,2-5L,Weekly,10000.0,Yes,1-3,Mobile,Electronics,50.0,7.0,5000.0,Electronics,No
1752,26-35,Male,2-5L,Quarterly,15000.0,No,3-5,Desktop,Electronics,50.0,30.0,500.0,Groceries,Yes
1754,55+,Male,2-5L,Quarterly,20000.0,Yes,<1,Mobile,Home & Furniture,15.0,60.0,1000.0,Home & Furniture,No
1756,46-55,Male,2-5L,Bi-weekly,15000.0,Yes,3-5,Mobile,Groceries,15.0,30.0,1000.0,Home & Furniture,No
1757,18-25,Male,2-5L,Rarely,12000.0,No,3-5,Mobile,Groceries,30.0,60.0,2000.0,Groceries,No
1758,55+,Female,>20L,Quarterly,15000.0,Yes,3-5,Mobile,Groceries,40.0,30.0,1000.0,Books,No
1759,55+,Male,<2L,Rarely,20000.0,Yes,3-5,Desktop,Fashion,30.0,60.0,2000.0,Home & Furniture,No
1760,55+,Male,<2L,Quarterly,5000.0,No,5+,Desktop,Electronics,25.0,7.0,2000.0,Electronics,No
1762,26-35,Female,5-10L,Weekly,5000.0,Yes,<1,Desktop,Electronics,20.0,60.0,1000.0,Home & Furniture,Yes
1763,26-35,Male,5-10L,Rarely,15000.0,No,3-5,Mobile,Fashion,20.0,30.0,2000.0,Home & Furniture,No
1765,18-25,Female,2-5L,Weekly,5000.0,No,<1,Desktop,Fashion,30.0,7.0,1000.0,Books,Yes
1766,18-25,Female,2-5L,Bi-weekly,7000.0,No,3-5,Mobile,Electronics,25.0,7.0,2000.0,Fashion,No
1767,55+,Female,>20L,Weekly,5000.0,No,1-3,Mobile,Electronics,20.0,7.0,2000.0,Home & Furniture,Yes
1769,55+,Female,5-10L,Weekly,3000.0,No,3-5,Desktop,Groceries,25.0,30.0,2000.0,Electronics,No
1771,46-55,Female,2-5L,Quarterly,10000.0,Yes,<1,Mobile,Home & Furniture,15.0,7.0,1000.0,Fashion,No
1772,55+,Female,10-20L,Quarterly,20000.0,Yes,3-5,Desktop,Home & Furniture,30.0,30.0,5000.0,Home & Furniture,No
1773,46-55,Male,2-5L,Weekly,5000.0,Yes,3-5,Mobile,Groceries,30.0,30.0,10000.0,Groceries,No
1774,55+,Male,<2,Weekly,7000.0,No,3-5,Both,Electronics,25.0,60.0,2000.0,Home & Furniture,No
1775,46-55,Male,2-5L,Weekly,20000.0,No,1-3,Mobile,Fashion,10.0,7.0,2000.0,Groceries,Yes
1776,46-55,Female,5L-10L,Quarterly,10000.0,Yes,3-5,Mobile,Electronics,30.0,30.0,1000.0,Fashion,No
1777,55+,Male,>20L,Weekly,3000.0,Yes,<1,Desktop,Fashion,10.0,7.0,2000.0,Books,Yes
1778,55+,Female,5L-10L,Quarterly,15000.0,Yes,1-3,Mobile,Books,20.0,60.0,2000.0,Electronics,No
1779,55+,Male,5-10L,Bi-weekly,5000.0,Yes,<1,Mobile,Groceries,60.0,15.0,1000.0,Fashion,No
1780,36-45,Male,<2L,Rarely,5000.0,No,3-5,Mobile,Home & Furniture,25.0,30.0,2000.0,Home & Furniture,No
1781,26-35,Male,2-5L,Quarterly,12000.0,No,5+,Mobile,Fashion,25.0,7.0,1000.0,Home & Furniture,No
1782,55+,Female,2-5L,Quarterly,10000.0,No,3-5,Both,Electronics,30.0,7.0,1000.0,Fashion,Yes
1783,26-35,Male,10-20L,Weekly,10000.0,No,1-3,Mobile,Groceries,30.0,7.0,2000.0,Home & Furniture,Yes
1784,18-25,Male,10-20L,Weekly,3000.0,Yes,3-5,Both,Fashion,20.0,15.0,5000.0,Groceries,Yes
1785,26-35,Male,5-10L,Weekly,5000.0,No,1-3,Mobile,Groceries,60.0,60.0,2000.0,Fashion,No
1786,55+,Female,5-10L,Quarterly,5000.0,Yes,<1,Desktop,Electronics,40.0,30.0,500.0,Home & Furniture,Yes
1787,36-45,Female,5-10L,Rarely,7000.0,Yes,5+,Desktop,Electronics,15.0,7.0,1000.0,Fashion,No
1788,55+,Male,5-10L,Weekly,3000.0,Yes,3-5,Mobile,Books,40.0,7.0,10000.0,Books,No
1789,55+,Male,2-5L,Quarterly,10000.0,Yes,<1,Both,Books,40.0,15.0,1000.0,Home & Furniture,Yes
1790,18-25,Male,5L-10L,Weekly,15000.0,No,1-3,Desktop,Electronics,30.0,60.0,5000.0,Books,Yes
1792,26-35,Female,5L-10L,Weekly,12000.0,Yes,1-3,Mobile,Home & Furniture,30.0,30.0,5000.0,Home & Furniture,Yes
1793,26-35,Male,10-20L,Quarterly,5000.0,No,1-3,Mobile,Books,50.0,60.0,2000.0,Fashion,No
1794,55+,Male,2-5L,Quarterly,10000.0,Yes,5+,Mobile,Electronics,10.0,30.0,5000.0,Electronics,Yes
1795,55+,Female,>20L,Rarely,15000.0,No,<1,Mobile,Electronics,25.0,30.0,2000.0,Home & Furniture,No
1796,26-35,Male,>20L,Weekly,3000.0,Yes,<1,Mobile,Electronics,30.0,15.0,1000.0,Groceries,No
1798,26-35,Male,<2,Rarely,5000.0,Yes,3-5,Mobile,Fashion,30.0,30.0,1000.0,Home & Furniture,Yes
1799,46-55,Male,<2L,Weekly,10000.0,Yes,<1,Mobile,Electronics,20.0,7.0,5000.0,Electronics,No
1801,55+,Male,5L-10L,Quarterly,10000.0,Yes,3-5,Mobile,Fashion,30.0,60.0,2000.0,Books,No
1802,46-55,Male,2-5L,Monthly,10000.0,Yes,3-5,Both,Electronics,50.0,7.0,1000.0,Home & Furniture,Yes
1804,55+,Male,10-20L,Quarterly,15000.0,Yes,1-3,Desktop,Electronics,30.0,30.0,1000.0,Home & Furniture,No
1805,55+,Male,5-10L,Quarterly,5000.0,Yes,3-5,Mobile,Groceries,30.0,60.0,1000.0,Electronics,No
1806,55+,Male,5-10L,Quarterly,10000.0,No,5+,Mobile,Fashion,30.0,30.0,500.0,Home & Furniture,Yes
1807,18-25,Male,5-10L,Weekly,15000.0,No,5+,Mobile,Home & Furniture,40.0,7.0,500.0,Books,No
1808,36-45,Male,2-5L,Weekly,20000.0,Yes,1-3,Both,Fashion,30.0,30.0,2000.0,Home & Furniture,Yes
1809,36-45,Male,>20L,Bi-weekly,7000.0,Yes,3-5,Mobile,Electronics,20.0,30.0,10000.0,Fashion,Yes
1812,36-45,Male,<2L,Quarterly,15000.0,Yes,3-5,Mobile,Fashion,50.0,60.0,2000.0,Home & Furniture,No
1813,55+,Female,5-10L,Bi-weekly,10000.0,No,<1,Both,Home & Furniture,30.0,7.0,1000.0,Electronics,No
1814,26-35,Male,2-5L,Quarterly,5000.0,No,3-5,Mobile,Fashion,40.0,15.0,500.0,Home & Furniture,No
1815,55+,Male,10-20L,Bi-weekly,5000.0,No,5+,Mobile,Electronics,10.0,30.0,500.0,Groceries,No
1816,46-55,Male,<2,Quarterly,10000.0,No,1-3,Mobile,Electronics,30.0,30.0,500.0,Fashion,No
1817,55+,Male,<2,Quarterly,5000.0,Yes,1-3,Both,Electronics,30.0,60.0,1000.0,Fashion,No
1819,36-45,Female,>20L,Quarterly,12000.0,Yes,<1,Mobile,Electronics,20.0,7.0,1000.0,Home & Furniture,No
1820,55+,Female,5L-10L,Quarterly,5000.0,No,5+,Both,Groceries,20.0,30.0,500.0,Books,No
1821,55+,Male,5L-10L,Rarely,20000.0,No,1-3,Mobile,Groceries,20.0,30.0,500.0,Electronics,No
1822,36-45,Male,<2,Weekly,7000.0,Yes,3-5,Both,Fashion,10.0,30.0,2000.0,Groceries,No
1823,55+,Male,>20L,Weekly,7000.0,Yes,1-3,Mobile,Groceries,60.0,15.0,2000.0,Groceries,Yes
1824,55+,Male,5-10L,Rarely,20000.0,No,3-5,Mobile,Home & Furniture,25.0,60.0,5000.0,Home & Furniture,No
1826,18-25,Male,5-10L,Quarterly,5000.0,No,3-5,Mobile,Electronics,25.0,60.0,1000.0,Groceries,No
1827,46-55,Male,2-5L,Quarterly,7000.0,No,3-5,Mobile,Fashion,30.0,30.0,2000.0,Fashion,No
1828,36-45,Female,5-10L,Rarely,10000.0,Yes,3-5,Desktop,Electronics,40.0,15.0,1000.0,Home & Furniture,Yes
1829,55+,Male,>20L,Monthly,10000.0,No,1-3,Mobile,Groceries,30.0,60.0,2000.0,Fashion,No
1830,36-45,Male,<2L,Weekly,20000.0,No,1-3,Mobile,Electronics,30.0,15.0,2000.0,Home & Furniture,No
1831,55+,Male,<2L,Weekly,20000.0,Yes,1-3,Both,Home & Furniture,30.0,15.0,500.0,Fashion,Yes
1832,55+,Female,<2L,Weekly,3000.0,No,1-3,Mobile,Electronics,50.0,30.0,1000.0,Home & Furniture,No
1834,26-35,Male,>20L,Weekly,10000.0,No,3-5,Desktop,Books,10.0,30.0,1000.0,Home & Furniture,No
1835,26-35,Male,10-20L,Weekly,20000.0,Yes,<1,Mobile,Books,25.0,7.0,5000.0,Fashion,No
1838,36-45,Female,2-5L,Rarely,5000.0,No,1-3,Both,Home & Furniture,30.0,15.0,500.0,Electronics,No
1840,55+,Female,>20L,Weekly,5000.0,Yes,<1,Mobile,Books,20.0,7.0,1000.0,Electronics,No
1841,18-25,Male,<2,Quarterly,10000.0,No,1-3,Mobile,Groceries,20.0,60.0,2000.0,Home & Furniture,No
1842,46-55,Female,5L-10L,Weekly,10000.0,Yes,<1,Mobile,Electronics,40.0,30.0,1000.0,Home & Furniture,No
1843,55+,Male,>20L,Rarely,10000.0,No,1-3,Mobile,Home & Furniture,10.0,30.0,1000.0,Fashion,No
1844,55+,Male,<2,Weekly,7000.0,No,<1,Mobile,Home & Furniture,30.0,30.0,5000.0,Fashion,No
1845,26-35,Male,5L-10L,Quarterly,10000.0,No,<1,Mobile,Electronics,60.0,60.0,5000.0,Home & Furniture,Yes
1847,36-45,Male,5-10L,Weekly,5000.0,No,1-3,Both,Fashion,30.0,30.0,2000.0,Electronics,No
1848,46-55,Female,5-10L,Weekly,10000.0,Yes,1-3,Mobile,Fashion,25.0,7.0,500.0,Books,No
1849,36-45,Female,5L-10L,Quarterly,15000.0,Yes,<1,Mobile,Fashion,30.0,30.0,5000.0,Electronics,No
1850,55+,Male,<2,Weekly,10000.0,No,3-5,Mobile,Electronics,30.0,30.0,2000.0,Fashion,Yes
1851,26-35,Male,10-20L,Quarterly,5000.0,No,<1,Both,Groceries,50.0,7.0,2000.0,Groceries,No
1852,55+,Male,5-10L,Weekly,5000.0,Yes,3-5,Mobile,Electronics,20.0,7.0,1000.0,Fashion,Yes
1853,36-45,Male,5-10L,Rarely,7000.0,No,1-3,Mobile,Electronics,20.0,30.0,10000.0,Home & Furniture,No
1854,55+,Male,5L-10L,Weekly,10000.0,No,1-3,Mobile,Groceries,20.0,7.0,5000.0,Groceries,Yes
1855,55+,Male,5L-10L,Bi-weekly,15000.0,No,3-5,Desktop,Books,30.0,60.0,1000.0,Electronics,No
1856,55+,Male,<2,Weekly,5000.0,No,<1,Mobile,Electronics,25.0,7.0,1000.0,Groceries,Yes
1857,26-35,Female,5-10L,Weekly,10000.0,Yes,5+,Mobile,Fashion,60.0,30.0,2000.0,Groceries,No
1858,26-35,Male,<2L,Weekly,10000.0,No,3-5,Mobile,Fashion,25.0,30.0,5000.0,Groceries,Yes
1859,26-35,Male,<2L,Weekly,15000.0,No,<1,Both,Electronics,40.0,60.0,500.0,Groceries,No
1860,26-35,Female,2-5L,Rarely,12000.0,Yes,3-5,Desktop,Electronics,50.0,60.0,2000.0,Fashion,Yes
1861,46-55,Male,5-10L,Bi-weekly,3000.0,Yes,<1,Mobile,Fashion,30.0,7.0,1000.0,Fashion,No
1862,55+,Male,5L-10L,Weekly,5000.0,Yes,<1,Mobile,Electronics,20.0,7.0,500.0,Fashion,No
1863,55+,Male,5-10L,Quarterly,7000.0,No,<1,Mobile,Books,40.0,30.0,5000.0,Home & Furniture,No
1865,46-55,Male,<2L,Monthly,7000.0,No,<1,Both,Groceries,30.0,7.0,500.0,Fashion,No
1866,55+,Male,10-20L,Quarterly,20000.0,Yes,3-5,Mobile,Electronics,30.0,15.0,2000.0,Electronics,No
1867,55+,Male,<2L,Weekly,5000.0,Yes,1-3,Mobile,Electronics,30.0,30.0,5000.0,Home & Furniture,Yes
1869,46-55,Male,5-10L,Weekly,5000.0,Yes,1-3,Mobile,Electronics,10.0,30.0,2000.0,Electronics,No
1871,55+,Female,2-5L,Weekly,5000.0,Yes,3-5,Mobile,Fashion,30.0,30.0,1000.0,Books,Yes
1872,36-45,Male,5L-10L,Weekly,5000.0,No,3-5,Mobile,Books,40.0,15.0,1000.0,Books,No
1873,55+,Male,2-5L,Quarterly,5000.0,No,5+,Mobile,Books,60.0,30.0,1000.0,Books,Yes
1874,55+,Female,5-10L,Rarely,20000.0,No,3-5,Both,Fashion,30.0,30.0,5000.0,Fashion,No
1875,55+,Male,5L-10L,Rarely,10000.0,Yes,3-5,Both,Electronics,30.0,7.0,1000.0,Home & Furniture,Yes
1876,55+,Male,5-10L,Quarterly,10000.0,Yes,<1,Mobile,Fashion,20.0,7.0,500.0,Fashion,Yes
1878,36-45,Male,>20L,Weekly,20000.0,Yes,1-3,Mobile,Groceries,30.0,30.0,1000.0,Groceries,Yes
1879,46-55,Female,5-10L,Weekly,5000.0,No,5+,Desktop,Electronics,30.0,30.0,2000.0,Home & Furniture,Yes
1880,46-55,Male,5-10L,Weekly,5000.0,No,3-5,Desktop,Home & Furniture,30.0,7.0,2000.0,Fashion,No
1881,46-55,Male,10-20L,Monthly,15000.0,Yes,<1,Mobile,Home & Furniture,30.0,60.0,5000.0,Books,No
1882,46-55,Female,5L-10L,Quarterly,10000.0,No,5+,Both,Books,40.0,60.0,5000.0,Fashion,No
1883,36-45,Female,<2,Weekly,5000.0,Yes,3-5,Desktop,Electronics,50.0,30.0,1000.0,Fashion,No
1884,55+,Male,<2L,Rarely,10000.0,No,1-3,Mobile,Electronics,30.0,60.0,5000.0,Electronics,No
1885,36-45,Male,5-10L,Rarely,5000.0,Yes,3-5,Both,Books,50.0,7.0,1000.0,Electronics,No
1887,18-25,Male,>20L,Weekly,5000.0,No,1-3,Both,Electronics,25.0,30.0,1000.0,Home & Furniture,Yes
1888,26-35,Male,5-10L,Quarterly,15000.0,No,3-5,Both,Fashion,25.0,15.0,1000.0,Groceries,No
1889,55+,Male,2-5L,Weekly,10000.0,No,1-3,Mobile,Home & Furniture,40.0,7.0,5000.0,Fashion,No
1890,36-45,Female,>20L,Monthly,3000.0,Yes,1-3,Mobile,Fashion,30.0,7.0,500.0,Fashion,No
1891,26-35,Male,5-10L,Monthly,10000.0,No,<1,Mobile,Books,40.0,7.0,5000.0,Groceries,No
1892,55+,Male,2-5L,Weekly,5000.0,No,3-5,Mobile,Books,30.0,30.0,5000.0,Electronics,Yes
1893,46-55,Female,2-5L,Rarely,15000.0,Yes,3-5,Mobile,Electronics,10.0,7.0,5000.0,Groceries,Yes
1894,18-25,Male,>20L,Weekly,5000.0,No,1-3,Mobile,Groceries,30.0,30.0,1000.0,Groceries,No
1896,55+,Male,<2L,Quarterly,12000.0,No,1-3,Mobile,Electronics,40.0,60.0,10000.0,Home & Furniture,No
1898,26-35,Male,<2L,Monthly,5000.0,Yes,1-3,Desktop,Fashion,15.0,60.0,1000.0,Groceries,Yes
1899,18-25,Male,2-5L,Monthly,12000.0,No,<1,Mobile,Electronics,30.0,15.0,5000.0,Home & Furniture,No
1900,55+,Male,2-5L,Weekly,10000.0,No,1-3,Mobile,Books,40.0,15.0,2000.0,Fashion,No
1902,18-25,Female,<2L,Weekly,7000.0,No,<1,Mobile,Electronics,30.0,30.0,2000.0,Electronics,No
1903,55+,Male,5-10L,Weekly,10000.0,Yes,3-5,Mobile,Books,10.0,15.0,1000.0,Home & Furniture,No
1904,18-25,Male,>20L,Weekly,15000.0,No,1-3,Mobile,Fashion,10.0,60.0,5000.0,Fashion,No
1905,46-55,Female,5-10L,Rarely,10000.0,Yes,5+,Mobile,Fashion,25.0,60.0,2000.0,Home & Furniture,No
1906,36-45,Male,5-10L,Rarely,10000.0,Yes,<1,Mobile,Fashion,40.0,30.0,2000.0,Fashion,No
1907,36-45,Male,5-10L,Weekly,15000.0,No,1-3,Mobile,Home & Furniture,60.0,15.0,1000.0,Electronics,Yes
1908,18-25,Female,>20L,Rarely,5000.0,Yes,3-5,Both,Fashion,25.0,60.0,2000.0,Home & Furniture,Yes
1909,55+,Male,5L-10L,Weekly,7000.0,No,1-3,Mobile,Groceries,30.0,15.0,10000.0,Home & Furniture,No
1910,55+,Male,>20L,Quarterly,10000.0,No,5+,Both,Groceries,40.0,30.0,1000.0,Electronics,Yes
1911,18-25,Male,10-20L,Quarterly,7000.0,Yes,5+,Both,Electronics,10.0,60.0,1000.0,Groceries,No
1912,26-35,Male,<2L,Weekly,10000.0,No,5+,Mobile,Fashion,30.0,7.0,1000.0,Groceries,No
1913,55+,Male,<2L,Bi-weekly,10000.0,Yes,<1,Both,Fashion,10.0,7.0,10000.0,Fashion,No
1914,46-55,Male,2-5L,Quarterly,10000.0,Yes,3-5,Mobile,Home & Furniture,30.0,7.0,1000.0,Books,Yes
1915,18-25,Female,<2L,Quarterly,10000.0,Yes,3-5,Mobile,Groceries,50.0,60.0,1000.0,Home & Furniture,No
1916,55+,Female,5-10L,Rarely,15000.0,Yes,<1,Mobile,Books,50.0,30.0,10000.0,Home & Furniture,No
1917,46-55,Female,>20L,Weekly,5000.0,Yes,3-5,Both,Electronics,40.0,15.0,2000.0,Books,No
1918,55+,Male,2-5L,Weekly,15000.0,Yes,5+,Mobile,Electronics,30.0,30.0,5000.0,Books,No
1919,46-55,Male,<2L,Rarely,5000.0,No,5+,Both,Electronics,20.0,15.0,5000.0,Fashion,Yes
1921,36-45,Male,10-20L,Rarely,10000.0,Yes,1-3,Mobile,Electronics,20.0,15.0,5000.0,Fashion,Yes
1922,26-35,Male,2-5L,Quarterly,7000.0,No,<1,Mobile,Electronics,25.0,7.0,5000.0,Home & Furniture,Yes
1923,36-45,Female,5L-10L,Weekly,15000.0,Yes,3-5,Mobile,Home & Furniture,30.0,30.0,500.0,Groceries,No
1924,55+,Male,5L-10L,Weekly,7000.0,No,<1,Mobile,Home & Furniture,40.0,7.0,2000.0,Home & Furniture,Yes
1925,26-35,Male,5L-10L,Weekly,3000.0,Yes,3-5,Mobile,Electronics,15.0,60.0,2000.0,Fashion,No
1926,18-25,Male,<2,Quarterly,10000.0,No,5+,Both,Fashion,50.0,30.0,1000.0,Fashion,No
1927,36-45,Male,2-5L,Weekly,10000.0,No,5+,Desktop,Home & Furniture,20.0,30.0,1000.0,Fashion,No
1928,55+,Male,5L-10L,Rarely,12000.0,Yes,<1,Mobile,Home & Furniture,20.0,15.0,1000.0,Fashion,No
1929,18-25,Male,<2L,Quarterly,5000.0,Yes,1-3,Mobile,Home & Furniture,25.0,30.0,5000.0,Home & Furniture,Yes
1930,36-45,Female,<2,Weekly,3000.0,Yes,1-3,Mobile,Home & Furniture,25.0,30.0,500.0,Fashion,No
1931,46-55,Male,5-10L,Quarterly,5000.0,No,5+,Mobile,Groceries,30.0,60.0,5000.0,Fashion,No
1932,55+,Male,5-10L,Quarterly,10000.0,No,<1,Mobile,Electronics,40.0,30.0,1000.0,Home & Furniture,No
1933,55+,Female,2-5L,Quarterly,10000.0,Yes,<1,Mobile,Home & Furniture,40.0,60.0,5000.0,Home & Furniture,Yes
1934,55+,Female,>20L,Rarely,15000.0,No,1-3,Mobile,Groceries,30.0,30.0,5000.0,Home & Furniture,No
1936,18-25,Male,5-10L,Weekly,10000.0,Yes,3-5,Mobile,Fashion,20.0,30.0,1000.0,Fashion,Yes
1937,36-45,Female,5-10L,Monthly,20000.0,No,1-3,Both,Electronics,60.0,15.0,500.0,Fashion,No
1938,55+,Female,5-10L,Rarely,5000.0,Yes,3-5,Desktop,Electronics,30.0,15.0,5000.0,Fashion,No
1939,26-35,Male,2-5L,Rarely,7000.0,No,3-5,Both,Books,30.0,30.0,1000.0,Electronics,Yes
1941,26-35,Male,>20L,Weekly,10000.0,No,1-3,Desktop,Fashion,30.0,7.0,500.0,Electronics,Yes
1942,55+,Male,<2,Weekly,10000.0,No,5+,Mobile,Electronics,60.0,30.0,1000.0,Groceries,Yes
1944,26-35,Male,5-10L,Bi-weekly,3000.0,No,1-3,Mobile,Home & Furniture,50.0,30.0,2000.0,Home & Furniture,Yes
1945,55+,Female,2-5L,Weekly,12000.0,No,<1,Desktop,Electronics,25.0,7.0,1000.0,Fashion,No
1946,55+,Male,<2,Weekly,5000.0,No,3-5,Mobile,Electronics,50.0,7.0,2000.0,Electronics,No
1947,26-35,Female,2-5L,Quarterly,15000.0,No,<1,Mobile,Electronics,40.0,15.0,1000.0,Fashion,No
1948,55+,Male,<2,Weekly,7000.0,Yes,3-5,Desktop,Fashion,50.0,15.0,5000.0,Fashion,Yes
1949,55+,Female,<2L,Quarterly,5000.0,Yes,<1,Desktop,Home & Furniture,20.0,60.0,1000.0,Fashion,No
1951,55+,Male,5-10L,Bi-weekly,15000.0,No,3-5,Mobile,Electronics,30.0,7.0,1000.0,Books,Yes
1952,18-25,Male,10-20L,Rarely,5000.0,Yes,<1,Mobile,Electronics,30.0,7.0,500.0,Home & Furniture,Yes
1954,55+,Male,5-10L,Weekly,5000.0,No,<1,Both,Electronics,50.0,15.0,500.0,Books,No
1955,55+,Male,>20L,Rarely,10000.0,Yes,3-5,Desktop,Electronics,50.0,30.0,1000.0,Fashion,Yes
1956,55+,Female,2-5L,Quarterly,5000.0,Yes,5+,Desktop,Home & Furniture,10.0,15.0,2000.0,Fashion,Yes
1960,46-55,Male,2-5L,Weekly,7000.0,Yes,<1,Mobile,Electronics,20.0,30.0,1000.0,Home & Furniture,Yes
1961,46-55,Male,5-10L,Quarterly,5000.0,No,5+,Both,Electronics,30.0,30.0,1000.0,Groceries,Yes
1962,36-45,Male,<2L,Quarterly,12000.0,Yes,1-3,Both,Electronics,20.0,7.0,1000.0,Fashion,No
1963,46-55,Male,5L-10L,Rarely,15000.0,Yes,1-3,Mobile,Electronics,20.0,15.0,2000.0,Home & Furniture,Yes
1964,18-25,Male,<2L,Quarterly,10000.0,No,3-5,Mobile,Electronics,15.0,30.0,1000.0,Fashion,Yes
1966,18-25,Female,5-10L,Bi-weekly,12000.0,Yes,5+,Mobile,Electronics,60.0,7.0,5000.0,Fashion,Yes
1967,55+,Male,<2,Weekly,5000.0,Yes,<1,Desktop,Electronics,20.0,60.0,5000.0,Home & Furniture,Yes
1969,36-45,Male,>20L,Monthly,10000.0,No,<1,Mobile,Electronics,30.0,30.0,5000.0,Home & Furniture,Yes
1970,46-55,Female,<2L,Quarterly,20000.0,Yes,1-3,Mobile,Home & Furniture,30.0,15.0,1000.0,Fashion,Yes
1971,36-45,Male,10-20L,Weekly,15000.0,No,<1,Mobile,Fashion,30.0,30.0,1000.0,Groceries,Yes
1972,55+,Male,<2,Weekly,10000.0,No,<1,Mobile,Electronics,20.0,30.0,1000.0,Books,No
1973,55+,Male,<2L,Weekly,5000.0,Yes,3-5,Desktop,Fashion,40.0,30.0,2000.0,Fashion,Yes
1974,36-45,Male,>20L,Rarely,12000.0,Yes,<1,Mobile,Fashion,10.0,60.0,500.0,Fashion,Yes
1975,26-35,Male,5-10L,Quarterly,10000.0,No,5+,Desktop,Fashion,30.0,7.0,10000.0,Home & Furniture,Yes
1976,26-35,Male,>20L,Monthly,20000.0,No,<1,Mobile,Fashion,25.0,30.0,1000.0,Fashion,Yes
1978,55+,Male,<2,Bi-weekly,5000.0,Yes,3-5,Both,Electronics,50.0,15.0,2000.0,Fashion,No
1979,55+,Male,<2L,Quarterly,10000.0,Yes,1-3,Mobile,Electronics,30.0,15.0,1000.0,Groceries,Yes
1981,55+,Female,2-5L,Quarterly,7000.0,No,<1,Mobile,Electronics,30.0,60.0,1000.0,Home & Furniture,No
1982,36-45,Male,5-10L,Weekly,10000.0,Yes,1-3,Both,Fashion,30.0,7.0,1000.0,Books,No
1983,55+,Male,<2,Rarely,15000.0,Yes,<1,Both,Groceries,30.0,7.0,500.0,Books,No
